241002;000000;3.67;3.88;3.66;3.84;647662000
241003;000000;3.85;3.85;3.75;3.81;388399000
241004;000000;3.79;3.88;3.75;3.86;332822000
241007;000000;3.88;3.95;3.86;3.9;340608000
241008;000000;3.91;3.92;3.67;3.69;793810000
241009;000000;3.7;3.73;3.6;3.64;563016000
241010;000000;3.67;3.82;3.66;3.75;503299000
241014;000000;3.78;3.9;3.76;3.84;455104000
241015;000000;3.85;3.87;3.74;3.77;433448000
241016;000000;3.77;3.88;3.76;3.81;383420000
241017;000000;3.82;3.87;3.75;3.77;253812000
241018;000000;3.79;3.86;3.77;3.84;308721000
241021;000000;3.83;3.85;3.76;3.77;210654000
241022;000000;3.75;3.8;3.75;3.76;129401000
241023;000000;3.76;3.8;3.74;3.78;192854000
241024;000000;3.76;3.8;3.75;3.79;167883000
241025;000000;3.79;3.82;3.77;3.78;135747000
241028;000000;3.76;3.81;3.73;3.77;217612000
241029;000000;3.77;3.8;3.74;3.77;134035000
241030;000000;3.74;3.77;3.67;3.7;309925000
241031;000000;3.73;3.75;3.68;3.69;200658000
241101;000000;3.72;3.78;3.7;3.76;224064000
241104;000000;3.76;3.76;3.69;3.74;202079000
241105;000000;3.7;3.79;3.7;3.79;191645000
241106;000000;3.75;3.78;3.7;3.71;304144000
241107;000000;3.69;3.79;3.68;3.78;345058000
241108;000000;3.79;3.82;3.77;3.77;297317000
241111;000000;3.71;3.74;3.68;3.68;345050000
241112;000000;3.68;3.72;3.62;3.64;365316000
241113;000000;3.63;3.66;3.61;3.64;197248000
241114;000000;3.6;3.63;3.57;3.59;301728000
241115;000000;3.61;3.64;3.58;3.61;256739000
241118;000000;3.64;3.77;3.64;3.76;451954000
241119;000000;3.78;3.8;3.71;3.73;322044000
241120;000000;3.72;3.75;3.68;3.7;190065000
241121;000000;3.67;3.71;3.65;3.67;216756000
241122;000000;3.67;3.69;3.6;3.62;283899000
241125;000000;3.64;3.66;3.6;3.63;932855000
241126;000000;3.61;3.63;3.58;3.61;169342000
241127;000000;3.62;3.65;3.58;3.62;266508000
241128;000000;3.61;3.62;3.57;3.58;224948000
241129;000000;3.61;3.62;3.56;3.61;289238000
241202;000000;3.62;3.67;3.6;3.64;236460000
241203;000000;3.63;3.72;3.63;3.71;221415000
241204;000000;3.7;3.74;3.68;3.71;171866000
241205;000000;3.68;3.71;3.67;3.68;124364000
241206;000000;3.72;3.74;3.7;3.72;264905000
241209;000000;3.72;3.83;3.7;3.83;345041000
241210;000000;3.9;3.9;3.83;3.85;453340000
241211;000000;3.87;3.88;3.81;3.82;171989000
241212;000000;3.84;3.9;3.83;3.89;280562000
241213;000000;3.87;3.87;3.8;3.8;160862000
241216;000000;3.79;3.84;3.79;3.83;133805000
241217;000000;3.81;3.85;3.79;3.81;179913000
241218;000000;3.81;3.86;3.8;3.82;187410000
241219;000000;3.8;3.82;3.76;3.8;181134000
241220;000000;3.79;3.83;3.79;3.79;261525000
