241002;000000;2.53;2.68;2.45;2.68;13800000000
241003;000000;2.76;2.79;2.45;2.57;9924000000
241004;000000;2.57;3.28;2.57;3.23;33288000000
241007;000000;3.71;4.66;3.45;4.66;55816000000
241008;000000;5.34;5.34;3.63;3.69;126688000000
241009;000000;3.81;3.92;3.15;3.21;74492000000
241010;000000;3.4;3.4;3.09;3.31;39024000000
241014;000000;3.26;3.4;3;3.16;37432000000
241015;000000;3.13;3.19;2.89;2.9;25432000000
241016;000000;2.82;3.04;2.81;2.91;17952000000
241017;000000;2.9;3.03;2.78;2.81;13032000000
241018;000000;2.83;3.12;2.82;3.07;37756000000
241021;000000;3.12;3.37;3.08;3.28;42848000000
241022;000000;3.28;3.39;3.21;3.3;23508000000
241023;000000;3.33;3.43;3.27;3.34;14996000000
241024;000000;3.36;3.6;3.28;3.32;36140000000
241025;000000;3.52;3.59;3.37;3.43;27248020000
241028;000000;3.41;3.52;3.32;3.39;15072000000
241029;000000;3.41;3.41;3.23;3.29;20864000000
241030;000000;3.43;3.54;3.31;3.33;45760000000
241031;000000;3.33;3.49;3.26;3.42;24868000000
241101;000000;3.4;3.42;3.23;3.27;16028000000
241104;000000;3.25;3.99;3.25;3.66;152832000000
241105;000000;3.66;3.95;3.48;3.74;95496486000
241106;000000;3.77;3.78;3.57;3.63;32812000000
241107;000000;3.65;3.85;3.59;3.74;36128000000
241108;000000;3.82;3.89;3.7;3.78;41572002000
241111;000000;3.79;3.82;3.68;3.77;18748000000
241112;000000;3.76;3.88;3.56;3.61;32500000000
241113;000000;3.6;3.64;3.35;3.52;22168000000
241114;000000;3.51;3.51;3.25;3.25;15488000000
241115;000000;3.28;3.33;3.21;3.23;10112000000
241118;000000;3.23;3.37;3.16;3.26;10556000000
241119;000000;3.32;3.4;3.23;3.32;14180000000
241120;000000;3.31;3.49;3.28;3.38;14596000000
241121;000000;3.36;3.42;3.21;3.22;11400000000
241122;000000;3.23;3.24;3.03;3.04;10392000000
241125;000000;3.04;3.1;3.02;3.08;6440000000
241126;000000;3.11;3.12;3.02;3.02;4720000000
241127;000000;3.02;3.08;2.95;3.07;7588020000
241128;000000;3.1;3.1;2.96;2.98;5208002000
241129;000000;3;3.12;2.98;3.09;9708000000
241202;000000;3.11;3.21;3.1;3.19;11952000000
241203;000000;3.17;3.2;3.11;3.19;6320000000
241204;000000;3.18;3.2;3.11;3.12;6524000000
241205;000000;3.11;3.15;3.09;3.11;3696000000
241206;000000;3.12;3.19;3.08;3.16;6688000000
241209;000000;3.16;3.26;3.05;3.26;16096000000
241210;000000;3.3;3.45;3.16;3.17;17476016000
241211;000000;3.22;3.26;3.16;3.2;7300000000
241212;000000;3.22;3.29;3.18;3.23;6664010000
241213;000000;3.2;3.25;3.09;3.1;6228020000
241216;000000;3.12;3.12;3.02;3.02;4304000000
241217;000000;3.04;3.05;2.97;2.98;4028000000
241218;000000;3.04;3.08;2.99;3;4640000000
241219;000000;3;3;2.93;2.98;5000000000
241220;000000;2.98;3.01;2.95;2.97;3268000000
